Data Series Information
Name:;;;P3-1 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 14:23  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 19:28  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;-0.000359;-0.0359;0.00334;-0.0118;Dy_auto
2;0.0147;-0.000244;-0.0166;0.0049;-0.00799;M- ,Dy_
3;0.0215;0.00071;0.033;0.00719;0.0233;Dy_auto
4;0.0316;0.00075;0.0237;0.0106;0.0246;Dy_auto
5;0.0464;0.0005;0.0108;0.0155;0.0164;Dy_auto
6;0.0681;0.000531;0.0078;0.0227;0.0174;Dy_auto
7;0.1;0.000875;0.00875;0.0334;0.0287;Dy_auto
8;0.147;0.00196;0.0134;0.049;0.0644;Dy_auto
9;0.215;0.00236;0.011;0.0719;0.0773;Dy_auto
10;0.316;0.00327;0.0103;0.106;0.107;Dy_auto
11;0.464;0.0046;0.0099;0.155;0.151;Dy_auto
12;0.681;0.00704;0.0103;0.227;0.231;Dy_auto
13;1;0.0111;0.0111;0.334;0.365;Dy_auto
14;1.47;0.0165;0.0112;0.49;0.541;Dy_auto
15;2.15;0.0236;0.011;0.719;0.773;Dy_auto
16;3.16;0.0325;0.0103;1.06;1.07;Dy_auto
17;4.64;0.0482;0.0104;1.55;1.58;Dy_auto
18;6.81;0.068;0.00997;2.27;2.23;Dy_auto
19;10;0.0975;0.00975;3.34;3.19;Dy_auto
20;14.7;0.137;0.00932;4.9;4.48;Dy_auto
21;21.5;0.19;0.00884;7.19;6.24;Dy_auto
22;31.6;0.264;0.00835;10.6;8.65;Dy_auto
23;46.4;0.364;0.00785;15.5;11.9;Dy_auto
24;68.1;0.501;0.00736;22.7;16.4;Dy_auto
25;100;0.683;0.00683;33.4;22.4;Dy_auto
26;147;0.934;0.00636;49;30.6;Dy_auto
27;215;1.27;0.0059;71.9;41.7;Dy_auto
28;316;1.73;0.00547;106;56.7;Dy_auto
29;464;2.35;0.00507;155;77;Dy_auto
30;681;3.25;0.00477;227;106;Dy_auto
31;1000;4.58;0.00458;334;150;Dy_auto

Data Series Information
Name:;;;P40-3 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 19:50  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;-0.000425;-0.0425;0.00334;-0.0139;Dy_auto
2;0.0147;-0.000134;-0.00911;0.0049;-0.00438;M- ,Dy_
3;0.0215;0.000808;0.0375;0.00719;0.0265;Dy_auto
4;0.0316;0.000931;0.0295;0.0106;0.0305;Dy_auto
5;0.0464;0.000831;0.0179;0.0155;0.0272;Dy_auto
6;0.0681;0.000672;0.00987;0.0227;0.022;Dy_auto
7;0.1;0.000593;0.00593;0.0334;0.0194;Dy_auto
8;0.147;0.00185;0.0126;0.049;0.0606;Dy_auto
9;0.215;0.00176;0.00817;0.0719;0.0577;Dy_auto
10;0.316;0.0028;0.00885;0.106;0.0917;Dy_auto
11;0.464;0.00412;0.00887;0.155;0.135;Dy_auto
12;0.681;0.00648;0.00952;0.227;0.212;Dy_auto
13;1;0.0104;0.0104;0.334;0.341;Dy_auto
14;1.47;0.0156;0.0107;0.49;0.513;Dy_auto
15;2.15;0.0227;0.0105;0.719;0.743;Dy_auto
16;3.16;0.0316;0.00999;1.06;1.04;Dy_auto
17;4.64;0.0463;0.00997;1.55;1.52;Dy_auto
18;6.81;0.0659;0.00968;2.27;2.16;Dy_auto
19;10;0.0946;0.00946;3.34;3.1;Dy_auto
20;14.7;0.133;0.00905;4.9;4.35;Dy_auto
21;21.5;0.185;0.0086;7.19;6.07;Dy_auto
22;31.6;0.258;0.00814;10.6;8.44;Dy_auto
23;46.4;0.356;0.00766;15.5;11.7;Dy_auto
24;68.1;0.49;0.00719;22.7;16.1;Dy_auto
25;100;0.669;0.00669;33.4;21.9;Dy_auto
26;147;0.915;0.00623;49;30;Dy_auto
27;215;1.25;0.00579;71.9;40.9;Dy_auto
28;316;1.7;0.00537;106;55.6;Dy_auto
29;464;2.31;0.00498;155;75.7;Dy_auto
30;681;3.19;0.00469;227;105;Dy_auto
31;1000;4.5;0.0045;334;148;Dy_auto

Data Series Information
Name:;;;1-1 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 20:05  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;0

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Data Series Information
Name:;;;1-1 2
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 20:06  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;0.00328;0.328;0.00334;0.108;Dy_auto
2;0.0147;0.00573;0.391;0.0049;0.188;Dy_auto
3;0.0215;0.00959;0.445;0.00719;0.314;Dy_auto
4;0.0316;0.014;0.443;0.0106;0.459;Dy_auto
5;0.0464;0.0193;0.415;0.0155;0.632;Dy_auto
6;0.0681;0.0262;0.384;0.0227;0.857;Dy_auto
7;0.1;0.0345;0.345;0.0334;1.13;Dy_auto
8;0.147;0.0452;0.308;0.049;1.48;Dy_auto
9;0.215;0.0567;0.263;0.0719;1.86;Dy_auto
10;0.316;0.0716;0.227;0.106;2.35;Dy_auto
11;0.464;0.0908;0.196;0.155;2.98;Dy_auto
12;0.681;0.116;0.17;0.227;3.79;Dy_auto
13;1;0.148;0.148;0.334;4.85;Dy_auto
14;1.47;0.188;0.128;0.49;6.17;Dy_auto
15;2.15;0.238;0.11;0.719;7.8;Dy_auto
16;3.16;0.297;0.094;1.06;9.74;Dy_auto
17;4.64;0.375;0.0807;1.55;12.3;Dy_auto
18;6.81;0.47;0.0689;2.27;15.4;Dy_auto
19;10;0.59;0.059;3.34;19.3;Dy_auto
20;14.7;0.734;0.05;4.9;24;Dy_auto
21;21.5;0.913;0.0424;7.19;29.9;Dy_auto
22;31.6;1.14;0.0359;10.6;37.2;Dy_auto
23;46.4;1.41;0.0304;15.5;46.2;Dy_auto
24;68.1;1.76;0.0258;22.7;57.6;Dy_auto
25;100;2.2;0.022;33.4;71.9;Dy_auto
26;147;2.74;0.0187;49;89.8;Dy_auto
27;215;3.43;0.0159;71.9;112;Dy_auto
28;316;4.32;0.0137;106;142;Dy_auto
29;464;5.46;0.0118;155;179;Dy_auto
30;681;6.95;0.0102;227;228;Dy_auto
31;1000;8.89;0.00889;334;291;Dy_auto

Data Series Information
Name:;;;1-2 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 20:23  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;0.00303;0.303;0.00334;0.0993;Dy_auto
2;0.0147;0.0058;0.395;0.0049;0.19;Dy_auto
3;0.0215;0.00972;0.451;0.00719;0.318;Dy_auto
4;0.0316;0.0138;0.438;0.0106;0.454;Dy_auto
5;0.0464;0.0187;0.404;0.0155;0.614;Dy_auto
6;0.0681;0.025;0.367;0.0227;0.82;Dy_auto
7;0.1;0.0327;0.327;0.0334;1.07;Dy_auto
8;0.147;0.0427;0.291;0.049;1.4;Dy_auto
9;0.215;0.0534;0.248;0.0719;1.75;Dy_auto
10;0.316;0.0679;0.215;0.106;2.23;Dy_auto
11;0.464;0.0874;0.188;0.155;2.86;Dy_auto
12;0.681;0.111;0.163;0.227;3.63;Dy_auto
13;1;0.142;0.142;0.334;4.66;Dy_auto
14;1.47;0.181;0.124;0.49;5.94;Dy_auto
15;2.15;0.23;0.107;0.719;7.53;Dy_auto
16;3.16;0.289;0.0914;1.06;9.47;Dy_auto
17;4.64;0.366;0.0788;1.55;12;Dy_auto
18;6.81;0.46;0.0675;2.27;15.1;Dy_auto
19;10;0.579;0.0579;3.34;19;Dy_auto
20;14.7;0.725;0.0494;4.9;23.8;Dy_auto
21;21.5;0.904;0.042;7.19;29.6;Dy_auto
22;31.6;1.13;0.0357;10.6;37;Dy_auto
23;46.4;1.41;0.0303;15.5;46.1;Dy_auto
24;68.1;1.76;0.0258;22.7;57.7;Dy_auto
25;100;2.2;0.022;33.4;72.1;Dy_auto
26;147;2.76;0.0188;49;90.3;Dy_auto
27;215;3.46;0.016;71.9;113;Dy_auto
28;316;4.35;0.0138;106;142;Dy_auto
29;464;5.49;0.0118;155;180;Dy_auto
30;681;7;0.0103;227;229;Dy_auto
31;1000;8.94;0.00894;334;293;Dy_auto

Data Series Information
Name:;;;1-3 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 20:39  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;0.00352;0.352;0.00334;0.115;Dy_auto
2;0.0147;0.00585;0.399;0.0049;0.192;Dy_auto
3;0.0215;0.00939;0.436;0.00719;0.308;Dy_auto
4;0.0316;0.0129;0.407;0.0106;0.422;Dy_auto
5;0.0464;0.0169;0.364;0.0155;0.553;Dy_auto
6;0.0681;0.0232;0.34;0.0227;0.76;Dy_auto
7;0.1;0.0303;0.303;0.0334;0.994;Dy_auto
8;0.147;0.0397;0.271;0.049;1.3;Dy_auto
9;0.215;0.0502;0.233;0.0719;1.64;Dy_auto
10;0.316;0.0645;0.204;0.106;2.11;Dy_auto
11;0.464;0.0828;0.178;0.155;2.71;Dy_auto
12;0.681;0.107;0.157;0.227;3.5;Dy_auto
13;1;0.138;0.138;0.334;4.52;Dy_auto
14;1.47;0.177;0.12;0.49;5.79;Dy_auto
15;2.15;0.224;0.104;0.719;7.34;Dy_auto
16;3.16;0.283;0.0894;1.06;9.27;Dy_auto
17;4.64;0.358;0.0772;1.55;11.7;Dy_auto
18;6.81;0.452;0.0663;2.27;14.8;Dy_auto
19;10;0.567;0.0567;3.34;18.6;Dy_auto
20;14.7;0.711;0.0484;4.9;23.3;Dy_auto
21;21.5;0.888;0.0412;7.19;29.1;Dy_auto
22;31.6;1.11;0.035;10.6;36.3;Dy_auto
23;46.4;1.38;0.0298;15.5;45.3;Dy_auto
24;68.1;1.73;0.0254;22.7;56.8;Dy_auto
25;100;2.17;0.0217;33.4;70.9;Dy_auto
26;147;2.72;0.0185;49;89;Dy_auto
27;215;3.42;0.0159;71.9;112;Dy_auto
28;316;4.32;0.0137;106;141;Dy_auto
29;464;5.46;0.0118;155;179;Dy_auto
30;681;6.97;0.0102;227;228;Dy_auto
31;1000;8.91;0.00891;334;292;Dy_auto

Data Series Information
Name:;;;2-1 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 20:56  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;0.00168;0.168;0.00334;0.0549;Dy_auto
2;0.0147;0.00402;0.274;0.0049;0.132;Dy_auto
3;0.0215;0.00756;0.351;0.00719;0.248;Dy_auto
4;0.0316;0.0103;0.327;0.0106;0.339;Dy_auto
5;0.0464;0.0119;0.255;0.0155;0.388;Dy_auto
6;0.0681;0.0135;0.198;0.0227;0.442;Dy_auto
7;0.1;0.0165;0.165;0.0334;0.539;Dy_auto
8;0.147;0.021;0.143;0.049;0.688;Dy_auto
9;0.215;0.0272;0.126;0.0719;0.891;Dy_auto
10;0.316;0.0344;0.109;0.106;1.13;Dy_auto
11;0.464;0.0455;0.098;0.155;1.49;Dy_auto
12;0.681;0.0596;0.0875;0.227;1.95;Dy_auto
13;1;0.0785;0.0785;0.334;2.57;Dy_auto
14;1.47;0.104;0.0706;0.49;3.39;Dy_auto
15;2.15;0.135;0.0628;0.719;4.43;Dy_auto
16;3.16;0.175;0.0553;1.06;5.73;Dy_auto
17;4.64;0.227;0.0489;1.55;7.43;Dy_auto
18;6.81;0.293;0.043;2.27;9.6;Dy_auto
19;10;0.378;0.0378;3.34;12.4;Dy_auto
20;14.7;0.486;0.0331;4.9;15.9;Dy_auto
21;21.5;0.623;0.0289;7.19;20.4;Dy_auto
22;31.6;0.798;0.0252;10.6;26.1;Dy_auto
23;46.4;1.02;0.022;15.5;33.5;Dy_auto
24;68.1;1.31;0.0192;22.7;42.9;Dy_auto
25;100;1.68;0.0168;33.4;55;Dy_auto
26;147;2.15;0.0147;49;70.6;Dy_auto
27;215;2.77;0.0129;71.9;90.9;Dy_auto
28;316;3.58;0.0113;106;117;Dy_auto
29;464;4.62;0.00996;155;152;Dy_auto
30;681;6.02;0.00884;227;197;Dy_auto
31;1000;7.87;0.00787;334;258;Dy_auto

Data Series Information
Name:;;;2-2 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 21:12  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;0

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Data Series Information
Name:;;;2-2 2
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 21:13  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;0.0676;6.76;0.00334;2.21;Dy_auto
2;0.0147;0.0713;4.86;0.0049;2.34;Dy_auto
3;0.0215;0.0725;3.36;0.00719;2.38;Dy_auto
4;0.0316;0.0765;2.42;0.0106;2.51;Dy_auto
5;0.0464;0.0712;1.53;0.0155;2.33;Dy_auto
6;0.0681;0.082;1.2;0.0227;2.69;Dy_auto
7;0.1;0.0964;0.964;0.0334;3.16;Dy_auto
8;0.147;0.102;0.696;0.049;3.35;Dy_auto
9;0.215;0.0989;0.459;0.0719;3.24;Dy_auto
10;0.316;0.104;0.33;0.106;3.42;Dy_auto
11;0.464;0.115;0.248;0.155;3.76;Dy_auto
12;0.681;0.128;0.188;0.227;4.2;Dy_auto
13;1;0.144;0.144;0.334;4.7;Dy_auto
14;1.47;0.159;0.109;0.49;5.22;Dy_auto
15;2.15;0.176;0.0818;0.719;5.77;Dy_auto
16;3.16;0.22;0.0697;1.06;7.22;Dy_auto
17;4.64;0.255;0.0549;1.55;8.35;Dy_auto
18;6.81;0.32;0.047;2.27;10.5;Dy_auto
19;10;0.396;0.0396;3.34;13;Dy_auto
20;14.7;0.51;0.0347;4.9;16.7;Dy_auto
21;21.5;0.646;0.03;7.19;21.2;Dy_auto
22;31.6;0.814;0.0257;10.6;26.7;Dy_auto
23;46.4;1.04;0.0223;15.5;33.9;Dy_auto
24;68.1;1.32;0.0193;22.7;43.2;Dy_auto
25;100;1.68;0.0168;33.4;55.1;Dy_auto
26;147;2.14;0.0146;49;70.3;Dy_auto
27;215;2.73;0.0127;71.9;89.5;Dy_auto
28;316;3.5;0.0111;106;115;Dy_auto
29;464;4.47;0.00964;155;147;Dy_auto
30;681;5.77;0.00847;227;189;Dy_auto
31;1000;7.5;0.0075;334;246;Dy_auto

Data Series Information
Name:;;;2-3 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 21:28  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;0.000556;0.0556;0.00334;0.0182;Dy_auto
2;0.0147;0.00109;0.0739;0.0049;0.0356;Dy_auto
3;0.0215;0.00278;0.129;0.00719;0.0911;Dy_auto
4;0.0316;0.00426;0.135;0.0106;0.139;Dy_auto
5;0.0464;0.00597;0.129;0.0155;0.196;Dy_auto
6;0.0681;0.00864;0.127;0.0227;0.283;Dy_auto
7;0.1;0.0119;0.119;0.0334;0.389;Dy_auto
8;0.147;0.0167;0.113;0.049;0.546;Dy_auto
9;0.215;0.0221;0.103;0.0719;0.724;Dy_auto
10;0.316;0.0294;0.093;0.106;0.964;Dy_auto
11;0.464;0.0395;0.0851;0.155;1.29;Dy_auto
12;0.681;0.053;0.0778;0.227;1.74;Dy_auto
13;1;0.071;0.071;0.334;2.33;Dy_auto
14;1.47;0.0949;0.0646;0.49;3.11;Dy_auto
15;2.15;0.124;0.0576;0.719;4.07;Dy_auto
16;3.16;0.161;0.0509;1.06;5.28;Dy_auto
17;4.64;0.211;0.0454;1.55;6.9;Dy_auto
18;6.81;0.273;0.0401;2.27;8.94;Dy_auto
19;10;0.354;0.0354;3.34;11.6;Dy_auto
20;14.7;0.457;0.0311;4.9;15;Dy_auto
21;21.5;0.587;0.0273;7.19;19.2;Dy_auto
22;31.6;0.755;0.0239;10.6;24.7;Dy_auto
23;46.4;0.97;0.0209;15.5;31.8;Dy_auto
24;68.1;1.25;0.0183;22.7;40.9;Dy_auto
25;100;1.61;0.0161;33.4;52.6;Dy_auto
26;147;2.07;0.0141;49;67.9;Dy_auto
27;215;2.68;0.0124;71.9;87.8;Dy_auto
28;316;3.47;0.011;106;114;Dy_auto
29;464;4.5;0.0097;155;147;Dy_auto
30;681;5.89;0.00865;227;193;Dy_auto
31;1000;7.74;0.00774;334;253;Dy_auto

Data Series Information
Name:;;;2-4 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 21:44  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;0.00121;0.121;0.00334;0.0396;Dy_auto
2;0.0147;0.00205;0.14;0.0049;0.0671;Dy_auto
3;0.0215;0.00403;0.187;0.00719;0.132;Dy_auto
4;0.0316;0.00598;0.189;0.0106;0.196;Dy_auto
5;0.0464;0.00746;0.161;0.0155;0.244;Dy_auto
6;0.0681;0.00971;0.143;0.0227;0.318;Dy_auto
7;0.1;0.0126;0.126;0.0334;0.413;Dy_auto
8;0.147;0.0181;0.123;0.049;0.592;Dy_auto
9;0.215;0.0235;0.109;0.0719;0.769;Dy_auto
10;0.316;0.0314;0.0992;0.106;1.03;Dy_auto
11;0.464;0.0417;0.0899;0.155;1.37;Dy_auto
12;0.681;0.0553;0.0811;0.227;1.81;Dy_auto
13;1;0.0742;0.0742;0.334;2.43;Dy_auto
14;1.47;0.0981;0.0668;0.49;3.21;Dy_auto
15;2.15;0.128;0.0593;0.719;4.19;Dy_auto
16;3.16;0.165;0.0522;1.06;5.41;Dy_auto
17;4.64;0.215;0.0464;1.55;7.05;Dy_auto
18;6.81;0.278;0.0408;2.27;9.1;Dy_auto
19;10;0.36;0.036;3.34;11.8;Dy_auto
20;14.7;0.463;0.0315;4.9;15.2;Dy_auto
21;21.5;0.595;0.0276;7.19;19.5;Dy_auto
22;31.6;0.764;0.0242;10.6;25;Dy_auto
23;46.4;0.981;0.0211;15.5;32.1;Dy_auto
24;68.1;1.26;0.0185;22.7;41.3;Dy_auto
25;100;1.62;0.0162;33.4;53.1;Dy_auto
26;147;2.09;0.0142;49;68.4;Dy_auto
27;215;2.69;0.0125;71.9;88.3;Dy_auto
28;316;3.49;0.011;106;114;Dy_auto
29;464;4.52;0.00973;155;148;Dy_auto
30;681;5.89;0.00864;227;193;Dy_auto
31;1000;7.71;0.00771;334;252;Dy_auto

Data Series Information
Name:;;;3-1 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 22:01  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;-0.000565;-0.0565;0.00334;-0.0185;Dy_auto
2;0.0147;0.00355;0.242;0.0049;0.116;Dy_auto
3;0.0215;0.00985;0.457;0.00719;0.323;Dy_auto
4;0.0316;0.0149;0.471;0.0106;0.488;Dy_auto
5;0.0464;0.0178;0.384;0.0155;0.585;Dy_auto
6;0.0681;0.0171;0.251;0.0227;0.561;Dy_auto
7;0.1;0.019;0.19;0.0334;0.624;Dy_auto
8;0.147;0.0186;0.127;0.049;0.61;Dy_auto
9;0.215;0.0208;0.0965;0.0719;0.681;Dy_auto
10;0.316;0.0182;0.0575;0.106;0.596;Dy_auto
11;0.464;0.0174;0.0374;0.155;0.569;Dy_auto
12;0.681;0.0282;0.0415;0.227;0.925;Dy_auto
13;1;0.0235;0.0235;0.334;0.769;Dy_auto
14;1.47;0.0303;0.0206;0.49;0.991;Dy_auto
15;2.15;0.0375;0.0174;0.719;1.23;Dy_auto
16;3.16;0.053;0.0167;1.06;1.73;Dy_auto
17;4.64;0.0698;0.015;1.55;2.29;Dy_auto
18;6.81;0.0947;0.0139;2.27;3.1;Dy_auto
19;10;0.13;0.013;3.34;4.25;Dy_auto
20;14.7;0.176;0.012;4.9;5.77;Dy_auto
21;21.5;0.239;0.0111;7.19;7.84;Dy_auto
22;31.6;0.324;0.0103;10.6;10.6;Dy_auto
23;46.4;0.439;0.00946;15.5;14.4;Dy_auto
24;68.1;0.593;0.00871;22.7;19.4;Dy_auto
25;100;0.798;0.00798;33.4;26.1;Dy_auto
26;147;1.07;0.00732;49;35.2;Dy_auto
27;215;1.45;0.00671;71.9;47.4;Dy_auto
28;316;1.95;0.00616;106;63.8;Dy_auto
29;464;2.62;0.00565;155;86;Dy_auto
30;681;3.58;0.00526;227;117;Dy_auto
31;1000;4.98;0.00498;334;163;Dy_auto

Data Series Information
Name:;;;3-2 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 22:16  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
