Data Series Information
Name:;;;20230824_CNF_P40 2
Sample:;;;1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 11:12 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;26

Time Setting:;;;26 Meas. Pts.
;;;Meas. Pt. Duration 10 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
7;0.0158;0.00694;0.438;0.00529;0.227;Dy_auto
8;0.0251;0.00998;0.397;0.00838;0.327;Dy_auto
9;0.0398;0.0145;0.365;0.0133;0.476;Dy_auto
10;0.0631;0.0219;0.347;0.0211;0.717;Dy_auto
11;0.1;0.0327;0.327;0.0334;1.07;Dy_auto
12;0.158;0.046;0.29;0.0529;1.51;Dy_auto
13;0.251;0.0606;0.241;0.0838;1.98;Dy_auto
14;0.398;0.0797;0.2;0.133;2.61;Dy_auto
15;0.631;0.106;0.169;0.211;3.49;Dy_auto
16;1;0.141;0.141;0.334;4.63;Dy_auto
17;1.58;0.19;0.12;0.529;6.21;Dy_auto
18;2.51;0.25;0.0995;0.838;8.19;Dy_auto
19;3.98;0.329;0.0828;1.33;10.8;Dy_auto
20;6.31;0.429;0.068;2.11;14.1;Dy_auto
21;10;0.557;0.0557;3.34;18.3;Dy_auto
22;15.8;0.72;0.0454;5.29;23.6;Dy_auto
23;25.1;0.93;0.037;8.38;30.5;Dy_auto
24;39.8;1.2;0.0302;13.3;39.4;Dy_auto
25;63.1;1.56;0.0247;21.1;51.1;Dy_auto
26;100;2.03;0.0203;33.4;66.4;Dy_auto
27;158;2.65;0.0167;52.9;87;Dy_auto
28;251;3.5;0.0139;83.8;115;Dy_auto
29;398;4.63;0.0116;133;152;Dy_auto
30;631;6.17;0.00977;211;202;Dy_auto
31;1000;8.26;0.00826;334;271;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P3-3 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 14:38 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.00101;0.00332;3.3;0.000336;0.109;Dy_auto
2;0.00158;0.00401;2.53;0.000528;0.131;Dy_auto
3;0.00251;0.00516;2.05;0.000838;0.169;Dy_auto
4;0.00399;0.0069;1.73;0.00133;0.226;Dy_auto
5;0.00631;0.00994;1.58;0.00211;0.326;Dy_auto
6;0.01;0.0144;1.44;0.00334;0.472;Dy_auto
7;0.0159;0.0209;1.32;0.00529;0.683;Dy_auto
8;0.0251;0.0279;1.11;0.00838;0.915;Dy_auto
9;0.0398;0.0392;0.985;0.0133;1.29;Dy_auto
10;0.0631;0.0584;0.925;0.021;1.91;Dy_auto
11;0.1;0.0896;0.896;0.0334;2.93;Dy_auto
12;0.158;0.15;0.944;0.0529;4.9;Dy_auto
13;0.251;0.208;0.829;0.0838;6.82;Dy_auto
14;0.398;0.236;0.592;0.133;7.73;Dy_auto
15;0.631;0.256;0.406;0.211;8.39;Dy_auto
16;1;0.302;0.302;0.334;9.9;Dy_auto
17;1.58;0.37;0.233;0.529;12.1;Dy_auto
18;2.51;0.445;0.177;0.838;14.6;Dy_auto
19;3.98;0.54;0.136;1.33;17.7;Dy_auto
20;6.31;0.662;0.105;2.11;21.7;Dy_auto
21;10;0.807;0.0807;3.34;26.4;Dy_auto
22;15.8;0.988;0.0623;5.29;32.4;Dy_auto
23;25.1;1.21;0.0483;8.38;39.8;Dy_auto
24;39.8;1.5;0.0377;13.3;49.2;Dy_auto
25;63.1;1.87;0.0297;21.1;61.3;Dy_auto
26;100;2.36;0.0236;33.4;77.2;Dy_auto
27;158;3;0.019;52.9;98.5;Dy_auto
28;251;3.86;0.0154;83.8;127;Dy_auto
29;398;5;0.0126;133;164;Dy_auto
30;631;6.51;0.0103;211;213;Dy_auto
31;1000;8.56;0.00856;334;280;Dy_auto
